"ID","lista_anterior","familia","especie","categoria","componente"
2037,"nao","Melastomataceae","Meriania glabra","VU","Flora"
2038,"nao","Melastomataceae","Meriania glazioviana","EN","Flora"
2039,"nao","Melastomataceae","Meriania inflata","CR","Flora"
2040,"nao","Melastomataceae","Meriania longipes","EN","Flora"
2041,"nao","Melastomataceae","Meriania robusta","EN","Flora"
2042,"sim","Melastomataceae","Merianthera burlemarxii","EN","Flora"
2043,"nao","Melastomataceae","Merianthera eburnea","EN","Flora"
2044,"sim","Melastomataceae","Merianthera pulchra","VU","Flora"
2045,"nao","Melastomataceae","Merianthera sipolisii","VU","Flora"
2046,"nao","Melastomataceae","Merianthera verrucosa","EN","Flora"
2047,"sim","Melastomataceae","Miconia angelana","VU","Flora"
2048,"nao","Melastomataceae","Miconia bradeana","EN","Flora"
2049,"sim","Melastomataceae","Miconia capixaba","EN","Flora"
2050,"nao","Melastomataceae","Miconia castaneiflora","VU","Flora"
2051,"nao","Melastomataceae","Miconia cinerea","CR","Flora"
2052,"sim","Melastomataceae","Miconia cipoensis","EN","Flora"
2053,"nao","Melastomataceae","Miconia comptifolia","EN","Flora"
2054,"nao","Melastomataceae","Miconia cowanii","EN","Flora"
2055,"nao","Melastomataceae","Miconia elaeodendron","VU","Flora"
2056,"nao","Melastomataceae","Miconia laevigata","EN","Flora"
2057,"nao","Melastomataceae","Miconia lurida","EN","Flora"
2058,"sim","Melastomataceae","Miconia mendoncae","VU","Flora"
2059,"nao","Melastomataceae","Miconia molesta","EN","Flora"
2060,"sim","Melastomataceae","Miconia penduliflora","EN","Flora"
2061,"sim","Melastomataceae","Miconia picinguabensis","CR","Flora"
2062,"nao","Melastomataceae","Miconia rondoniensis","EN","Flora"
2063,"nao","Melastomataceae","Miconia rufipila","CR","Flora"
2064,"nao","Melastomataceae","Miconia subvernicosa","VU","Flora"
2065,"nao","Melastomataceae","Miconia umbrosa","EN","Flora"
2066,"nao","Melastomataceae","Miconia valentinensis","CR","Flora"
2067,"sim","Melastomataceae","Microlicia canastrensis","EN","Flora"
2068,"sim","Melastomataceae","Microlicia cuspidifolia","CR","Flora"
2069,"sim","Melastomataceae","Microlicia flava","EN","Flora"
2070,"sim","Melastomataceae","Microlicia glazioviana","EN","Flora"
2071,"sim","Melastomataceae","Microlicia humilis","VU","Flora"
2072,"sim","Melastomataceae","Microlicia macedoi","EN","Flora"
2073,"sim","Melastomataceae","Microlicia microphylla","CR","Flora"
2074,"sim","Melastomataceae","Microlicia obtusifolia","EN","Flora"
2075,"sim","Melastomataceae","Microlicia psammophila","EN","Flora"
2076,"nao","Melastomataceae","Mouriri arenicola","CR","Flora"
2077,"nao","Melastomataceae","Mouriri bahiensis","EN","Flora"
2078,"nao","Melastomataceae","Mouriri doriana","EN","Flora"
2079,"nao","Melastomataceae","Mouriri gardneri","VU","Flora"
2080,"nao","Melastomataceae","Mouriri pranceana","VU","Flora"
2081,"nao","Melastomataceae","Mouriri regeliana","EN","Flora"
2082,"nao","Melastomataceae","Ossaea suprabasalis","EN","Flora"
2083,"sim","Melastomataceae","Ossaea warmingiana","VU","Flora"
2084,"nao","Melastomataceae","Pleiochiton micranthum","VU","Flora"
2085,"nao","Melastomataceae","Pleiochiton parvifolium","EN","Flora"
2086,"sim","Melastomataceae","Pleroma apparicioi","EN","Flora"
2087,"nao","Melastomataceae","Pleroma axillare","EN","Flora"
2088,"nao","Melastomataceae","Pleroma benthamianum","EN","Flora"
2089,"sim","Melastomataceae","Pleroma bergianum","EN","Flora"
2090,"nao","Melastomataceae","Pleroma boraceiense","VU","Flora"
2091,"sim","Melastomataceae","Pleroma boudetii","EN","Flora"
2092,"sim","Melastomataceae","Pleroma castellense","CR","Flora"
2093,"nao","Melastomataceae","Pleroma cleistoflorum","CR","Flora"
2094,"nao","Melastomataceae","Pleroma cristatum","EN","Flora"
2095,"nao","Melastomataceae","Pleroma elegans","EN","Flora"
2096,"nao","Melastomataceae","Pleroma fragae","CR","Flora"
2097,"nao","Melastomataceae","Pleroma goldenbergii","CR","Flora"
2098,"nao","Melastomataceae","Pleroma hirsutissimum","CR","Flora"
2099,"sim","Melastomataceae","Pleroma integerrimum","EN","Flora"
2100,"nao","Melastomataceae","Pleroma kuhlmannii","CR","Flora"
2101,"nao","Melastomataceae","Pleroma maximilianum","EN","Flora"
2102,"sim","Melastomataceae","Pleroma minus","VU","Flora"
2103,"nao","Melastomataceae","Pleroma mirabile","EN","Flora"
2104,"nao","Melastomataceae","Pleroma pallidum","CR","Flora"
2105,"sim","Melastomataceae","Pleroma quartzophilum","EN","Flora"
2106,"sim","Melastomataceae","Pleroma riedelianum","EN","Flora"
2107,"nao","Melastomataceae","Pleroma rigidulum","EN","Flora"
2108,"nao","Melastomataceae","Pleroma thereminianum","EN","Flora"
2109,"nao","Melastomataceae","Pleroma virgatum","CR","Flora"
2110,"sim","Melastomataceae","Pleroma wurdackianum","VU","Flora"
2111,"sim","Melastomataceae","Rhynchanthera latifolia","VU","Flora"
2112,"sim","Melastomataceae","Rupestrea carvalhoana","CR","Flora"
2113,"sim","Melastomataceae","Rupestrea johnwurdackiana","EN","Flora"
2114,"nao","Melastomataceae","Tococa macroptera","VU","Flora"
2115,"sim","Melastomataceae","Trembleya calycina","EN","Flora"
2116,"sim","Melastomataceae","Trembleya chamissoana","EN","Flora"
2117,"sim","Melastomataceae","Trembleya hatschbachii","EN","Flora"
2118,"nao","Melastomataceae","Trembleya pentagona","VU","Flora"
2119,"nao","Melastomataceae","Trembleya pithyoides","CR","Flora"
2120,"sim","Meliaceae","Cedrela fissilis","VU","Flora"
2121,"sim","Meliaceae","Cedrela odorata","VU","Flora"
2122,"nao","Meliaceae","Guarea gracilis","VU","Flora"
2123,"sim","Meliaceae","Swietenia macrophylla","VU","Flora"
2124,"sim","Meliaceae","Trichilia blanchetii","VU","Flora"
2125,"sim","Meliaceae","Trichilia florbranca","CR","Flora"
2126,"sim","Meliaceae","Trichilia magnifoliola","VU","Flora"
2127,"sim","Meliaceae","Trichilia micropetala","EN","Flora"
2128,"sim","Meliaceae","Trichilia stellato-tomentosa","VU","Flora"
2129,"nao","Menispermaceae","Disciphania sagittaria","EN","Flora"
2130,"nao","Metteniusaceae","Emmotum floribundum","VU","Flora"
2131,"sim","Metzgeriaceae","Metzgeria hegewaldii","EN","Flora"
2132,"sim","Microteaceae","Microtea bahiensis","EN","Flora"
2133,"sim","Microteaceae","Microtea papilosa","VU","Flora"
2134,"sim","Monimiaceae","Macropeplus friburgensis","CR","Flora"
2135,"nao","Monimiaceae","Mollinedia acutissima","VU","Flora"
2136,"nao","Monimiaceae","Mollinedia dolichotricha","EN","Flora"
2137,"sim","Monimiaceae","Mollinedia eugeniifolia","CR","Flora"
2138,"nao","Monimiaceae","Mollinedia glaziovii","EN","Flora"
2139,"nao","Monimiaceae","Mollinedia howeana","EN","Flora"
2140,"nao","Monimiaceae","Mollinedia jorgearum","CR","Flora"
2141,"nao","Monimiaceae","Mollinedia stenophylla","CR","Flora"
2142,"sim","Moraceae","Dorstenia conceptionis","EN","Flora"
2143,"nao","Moraceae","Dorstenia fischeri","VU","Flora"
2144,"sim","Moraceae","Dorstenia hildegardis","CR","Flora"
2145,"nao","Moraceae","Ficus bonijesulapensis","EN","Flora"
2146,"nao","Moraceae","Ficus carautana","EN","Flora"
2147,"nao","Moraceae","Ficus diamantina","EN","Flora"
2148,"nao","Moraceae","Ficus duartei","EN","Flora"
2149,"nao","Moraceae","Ficus hatschbachii","VU","Flora"
2150,"nao","Moraceae","Ficus holosericea","EN","Flora"
2151,"nao","Moraceae","Ficus latipedunculata","CR","Flora"
2152,"nao","Moraceae","Ficus laureola","VU","Flora"
2153,"sim","Moraceae","Maclura brasiliensis","EN","Flora"
2154,"nao","Moraceae","Sorocea carautana","EN","Flora"
2155,"nao","Moraceae","Sorocea longipedicellata","CR","Flora"
2156,"sim","Myristicaceae","Iryanthera campinae","VU","Flora"
2157,"nao","Myristicaceae","Iryanthera dialyandra","VU","Flora"
2158,"sim","Myristicaceae","Virola bicuhyba","EN","Flora"
2159,"nao","Myristicaceae","Virola crebrinervia","EN","Flora"
2160,"nao","Myristicaceae","Virola guggenheimii","EN","Flora"
2161,"nao","Myristicaceae","Virola malmei","VU","Flora"
2162,"sim","Myristicaceae","Virola parvifolia","VU","Flora"
2163,"sim","Myristicaceae","Virola surinamensis","VU","Flora"
2164,"nao","Myristicaceae","Virola urbaniana","VU","Flora"
2165,"sim","Myrtaceae","Accara elegans","EN","Flora"
2166,"sim","Myrtaceae","Calycolpus legrandii","VU","Flora"
2167,"nao","Myrtaceae","Campomanesia anemonea","VU","Flora"
2168,"nao","Myrtaceae","Campomanesia blanchetiana","CR","Flora"
2169,"nao","Myrtaceae","Campomanesia costata","EN","Flora"
2170,"sim","Myrtaceae","Campomanesia espiritosantensis","EN","Flora"
2171,"sim","Myrtaceae","Campomanesia hirsuta","EN","Flora"
2172,"sim","Myrtaceae","Campomanesia macrobracteolata","EN","Flora"
2173,"nao","Myrtaceae","Campomanesia sepalifolia","CR","Flora"
2174,"nao","Myrtaceae","Curitiba prismatica","VU","Flora"
2175,"nao","Myrtaceae","Eugenia altissima","EN","Flora"
2176,"nao","Myrtaceae","Eugenia amorimii","CR","Flora"
2177,"nao","Myrtaceae","Eugenia barrana","CR","Flora"
2178,"nao","Myrtaceae","Eugenia belemitana","VU","Flora"
2179,"nao","Myrtaceae","Eugenia binata","CR","Flora"
2180,"nao","Myrtaceae","Eugenia blanchetiana","EN","Flora"
2181,"sim","Myrtaceae","Eugenia blanda","EN","Flora"
2182,"nao","Myrtaceae","Eugenia botequimensis","VU","Flora"
2183,"nao","Myrtaceae","Eugenia brachysepala","VU","Flora"
2184,"sim","Myrtaceae","Eugenia bunchosiifolia","VU","Flora"
2185,"nao","Myrtaceae","Eugenia caatingicola","EN","Flora"
2186,"nao","Myrtaceae","Eugenia choriophylla","EN","Flora"
2187,"nao","Myrtaceae","Eugenia cinerascens","CR","Flora"
2188,"nao","Myrtaceae","Eugenia circumdata","CR","Flora"
2189,"nao","Myrtaceae","Eugenia corcovadensis","EN","Flora"
2190,"nao","Myrtaceae","Eugenia culicina","CR","Flora"
2191,"nao","Myrtaceae","Eugenia cymatodes","VU","Flora"
2192,"nao","Myrtaceae","Eugenia denigrata","EN","Flora"
2193,"sim","Myrtaceae","Eugenia disperma","EN","Flora"
2194,"nao","Myrtaceae","Eugenia espinhacensis","EN","Flora"
2195,"nao","Myrtaceae","Eugenia farneyi","CR","Flora"
2196,"nao","Myrtaceae","Eugenia fissurata","EN","Flora"
2197,"nao","Myrtaceae","Eugenia gastropogena","CR","Flora"
2198,"nao","Myrtaceae","Eugenia glabrescens","EN","Flora"
2199,"nao","Myrtaceae","Eugenia goiapabana","EN","Flora"
2200,"sim","Myrtaceae","Eugenia guanabarina","CR","Flora"
2201,"nao","Myrtaceae","Eugenia hatschbachii","VU","Flora"
2202,"sim","Myrtaceae","Eugenia hermesiana","CR","Flora"
2203,"nao","Myrtaceae","Eugenia inversa","EN","Flora"
2204,"nao","Myrtaceae","Eugenia ischnosceles","CR","Flora"
2205,"sim","Myrtaceae","Eugenia itacarensis","EN","Flora"
2206,"nao","Myrtaceae","Eugenia itaguahiensis","EN","Flora"
2207,"nao","Myrtaceae","Eugenia itajurensis","EN","Flora"
2208,"nao","Myrtaceae","Eugenia janeirensis","EN","Flora"
2209,"sim","Myrtaceae","Eugenia joenssonii","EN","Flora"
2210,"nao","Myrtaceae","Eugenia lacistema","EN","Flora"
2211,"nao","Myrtaceae","Eugenia lagoensis","EN","Flora"
2212,"sim","Myrtaceae","Eugenia leonorae","EN","Flora"
2213,"nao","Myrtaceae","Eugenia longifolia","EN","Flora"
2214,"nao","Myrtaceae","Eugenia longipetiolata","EN","Flora"
2215,"nao","Myrtaceae","Eugenia longohypanthiata","EN","Flora"
2216,"nao","Myrtaceae","Eugenia macahensis","EN","Flora"
2217,"sim","Myrtaceae","Eugenia macrobracteolata","EN","Flora"
2218,"sim","Myrtaceae","Eugenia malacantha","VU","Flora"
2219,"nao","Myrtaceae","Eugenia marambaiensis","CR","Flora"
2220,"sim","Myrtaceae","Eugenia mattosii","EN","Flora"
2221,"nao","Myrtaceae","Eugenia membranifolia","VU","Flora"
2222,"nao","Myrtaceae","Eugenia mollicoma","CR","Flora"
2223,"nao","Myrtaceae","Eugenia moonioides","EN","Flora"
2224,"sim","Myrtaceae","Eugenia myrciariifolia","EN","Flora"
2225,"nao","Myrtaceae","Eugenia myrobalana","EN","Flora"
2226,"nao","Myrtaceae","Eugenia neolaurifolia","EN","Flora"
2227,"nao","Myrtaceae","Eugenia neoriedeliana","CR","Flora"
2228,"sim","Myrtaceae","Eugenia neotristis","EN","Flora"
2229,"nao","Myrtaceae","Eugenia ochracea","EN","Flora"
2230,"sim","Myrtaceae","Eugenia pachyclada","EN","Flora"
2231,"nao","Myrtaceae","Eugenia pantagensis","VU","Flora"
2232,"nao","Myrtaceae","Eugenia percrenata","VU","Flora"
2233,"nao","Myrtaceae","Eugenia persicifolia","VU","Flora"
2234,"sim","Myrtaceae","Eugenia peruibensis","CR","Flora"
2235,"nao","Myrtaceae","Eugenia pithecocephala","CR","Flora"
2236,"sim","Myrtaceae","Eugenia pruinosa","EN","Flora"
2237,"sim","Myrtaceae","Eugenia pseudomalacantha","EN","Flora"
2238,"nao","Myrtaceae","Eugenia pulcherrima","VU","Flora"
2239,"nao","Myrtaceae","Eugenia regia","EN","Flora"
2240,"sim","Myrtaceae","Eugenia reitziana","EN","Flora"
2241,"sim","Myrtaceae","Eugenia rotundicosta","EN","Flora"
2242,"nao","Myrtaceae","Eugenia rugosissima","CR","Flora"
2243,"nao","Myrtaceae","Eugenia ruschiana","CR","Flora"
2244,"nao","Myrtaceae","Eugenia salacifolia","EN","Flora"
2245,"sim","Myrtaceae","Eugenia sclerocalyx","VU","Flora"
2246,"nao","Myrtaceae","Eugenia sessilifolia","CR","Flora"
2247,"nao","Myrtaceae","Eugenia sobraliana","EN","Flora"
2248,"nao","Myrtaceae","Eugenia sulcatifolia","EN","Flora"
2249,"nao","Myrtaceae","Eugenia tenuipedunculata","VU","Flora"
2250,"nao","Myrtaceae","Eugenia theodorae","CR","Flora"
2251,"nao","Myrtaceae","Eugenia tumescens","CR","Flora"
2252,"nao","Myrtaceae","Eugenia valsuganana","EN","Flora"
2253,"sim","Myrtaceae","Eugenia vattimoana","CR","Flora"
2254,"sim","Myrtaceae","Eugenia villaenovae","EN","Flora"
2255,"nao","Myrtaceae","Eugenia xanthoxyloides","VU","Flora"
2256,"nao","Myrtaceae","Myrceugenia bananalensis","CR","Flora"
2257,"sim","Myrtaceae","Myrceugenia bracteosa","EN","Flora"
2258,"sim","Myrtaceae","Myrceugenia brevipedicellata","EN","Flora"
2259,"sim","Myrtaceae","Myrceugenia foveolata","VU","Flora"
2260,"sim","Myrtaceae","Myrceugenia franciscensis","VU","Flora"
2261,"sim","Myrtaceae","Myrceugenia gertii","EN","Flora"
2262,"sim","Myrtaceae","Myrceugenia hamoniana","EN","Flora"
2263,"sim","Myrtaceae","Myrceugenia hatschbachii","EN","Flora"
2264,"sim","Myrtaceae","Myrceugenia hoehnei","VU","Flora"
2265,"sim","Myrtaceae","Myrceugenia kleinii","VU","Flora"
2266,"sim","Myrtaceae","Myrcia almasensis","EN","Flora"
2267,"nao","Myrtaceae","Myrcia amplexicaulis","EN","Flora"
2268,"nao","Myrtaceae","Myrcia carioca","VU","Flora"
2269,"nao","Myrtaceae","Myrcia congestiflora","VU","Flora"
2270,"nao","Myrtaceae","Myrcia cymatophylla","EN","Flora"
2271,"nao","Myrtaceae","Myrcia espiritosantensis","EN","Flora"
2272,"sim","Myrtaceae","Myrcia fusiformis","VU","Flora"
2273,"sim","Myrtaceae","Myrcia gilsoniana","EN","Flora"
2274,"sim","Myrtaceae","Myrcia hexasticha","EN","Flora"
2275,"nao","Myrtaceae","Myrcia lughadhae","EN","Flora"
2276,"sim","Myrtaceae","Myrcia magnifolia","EN","Flora"
2277,"nao","Myrtaceae","Myrcia martiusiana","EN","Flora"
2278,"sim","Myrtaceae","Myrcia neocambessedeana","CR","Flora"
2279,"sim","Myrtaceae","Myrcia neosericea","EN","Flora"
2280,"nao","Myrtaceae","Myrcia pendula","EN","Flora"
2281,"sim","Myrtaceae","Myrcia pileata","VU","Flora"
2282,"sim","Myrtaceae","Myrcia restingae","EN","Flora"
2283,"nao","Myrtaceae","Myrcia reticulata","EN","Flora"
2284,"sim","Myrtaceae","Myrcia riodocensis","EN","Flora"
2285,"nao","Myrtaceae","Myrcia robusta","CR","Flora"
2286,"sim","Myrtaceae","Myrcia rupicola","EN","Flora"
2287,"nao","Myrtaceae","Myrcia ruschii","EN","Flora"
2288,"sim","Myrtaceae","Myrcia skortzoviana","CR","Flora"
2289,"nao","Myrtaceae","Myrcia stictophylla","CR","Flora"
2290,"nao","Myrtaceae","Myrcia velutiflora","CR","Flora"
2291,"nao","Myrtaceae","Myrcia warmingiana","EN","Flora"
2292,"nao","Myrtaceae","Myrciaria alagoana","EN","Flora"
2293,"nao","Myrtaceae","Myrciaria evanida","EN","Flora"
2294,"nao","Myrtaceae","Myrciaria leucadendron","CR","Flora"
2295,"sim","Myrtaceae","Myrciaria plinioides","EN","Flora"
2296,"sim","Myrtaceae","Neomitranthes amblymitra","EN","Flora"
2297,"sim","Myrtaceae","Neomitranthes cordifolia","EN","Flora"
2298,"sim","Myrtaceae","Neomitranthes gracilis","EN","Flora"
2299,"sim","Myrtaceae","Neomitranthes obtusa","EN","Flora"
2300,"sim","Myrtaceae","Neomitranthes pedicellata","EN","Flora"
2301,"nao","Myrtaceae","Neomitranthes pereireana","VU","Flora"
2302,"sim","Myrtaceae","Neomitranthes stictophylla","EN","Flora"
2303,"sim","Myrtaceae","Plinia callosa","EN","Flora"
2304,"nao","Myrtaceae","Plinia cordifolia","VU","Flora"
2305,"sim","Myrtaceae","Plinia edulis","VU","Flora"
2306,"nao","Myrtaceae","Plinia espinhacensis","EN","Flora"
2307,"sim","Myrtaceae","Plinia hatschbachii","EN","Flora"
2308,"nao","Myrtaceae","Plinia longiacuminata","CR","Flora"
2309,"nao","Myrtaceae","Plinia marqueteana","EN","Flora"
2310,"nao","Myrtaceae","Plinia martinellii","EN","Flora"
2311,"sim","Myrtaceae","Plinia muricata","EN","Flora"
2312,"sim","Myrtaceae","Plinia rara","EN","Flora"
2313,"sim","Myrtaceae","Plinia renatiana","EN","Flora"
2314,"nao","Myrtaceae","Plinia rogersiana","CR (PEX)","Flora"
2315,"nao","Myrtaceae","Plinia spiciflora","EN","Flora"
2316,"nao","Myrtaceae","Plinia spiritosantensis","EN","Flora"
2317,"nao","Myrtaceae","Psidium araucanum","EN","Flora"
2318,"nao","Myrtaceae","Psidium grazielae","EN","Flora"
2319,"sim","Myrtaceae","Psidium reptans","EN","Flora"
2320,"nao","Myrtaceae","Psidium rotundidiscum","EN","Flora"
2321,"nao","Myrtaceae","Psidium sessiliflorum","EN","Flora"
2322,"nao","Myrtaceae","Siphoneugena delicata","VU","Flora"
2323,"sim","Myrtaceae","Siphoneugena kuhlmannii","VU","Flora"
2324,"nao","Myrtaceae","Siphoneugena martinellii","EN","Flora"
2325,"nao","Nyctaginaceae","Bougainvillea fasciculata","EN","Flora"
2326,"nao","Nyctaginaceae","Neea alumnorum","EN","Flora"
2327,"nao","Ochnaceae","Elvasia gigantifolia","VU","Flora"
2328,"sim","Ochnaceae","Luxemburgia angustifolia","VU","Flora"
2329,"sim","Ochnaceae","Luxemburgia corymbosa","VU","Flora"
2330,"sim","Ochnaceae","Luxemburgia flexuosa","VU","Flora"
2331,"nao","Ochnaceae","Luxemburgia glazioviana","VU","Flora"
2332,"nao","Ochnaceae","Ouratea campos-portoi","EN","Flora"
2333,"nao","Ochnaceae","Ouratea cauliflora","VU","Flora"
2334,"nao","Ochnaceae","Ouratea chrysopetala","VU","Flora"
2335,"nao","Ochnaceae","Ouratea conduplicata","EN","Flora"
2336,"nao","Ochnaceae","Ouratea grandifolia","EN","Flora"
2337,"sim","Ochnaceae","Ouratea hatschbachii","EN","Flora"
2338,"nao","Ochnaceae","Ouratea miersii","EN","Flora"
2339,"nao","Ochnaceae","Ouratea pycnostachys","EN","Flora"
2340,"nao","Ochnaceae","Ouratea robusta","EN","Flora"
2341,"nao","Ochnaceae","Ouratea xerophila","VU","Flora"
2342,"sim","Ochnaceae","Sauvagesia nitida","VU","Flora"
2343,"nao","Ochnaceae","Wallacea multiflora","EN","Flora"
2344,"nao","Olacaceae","Dulacia egleri","EN","Flora"
2345,"nao","Olacaceae","Dulacia gardneriana","EN","Flora"
2346,"nao","Olacaceae","Dulacia singularis","EN","Flora"
2347,"nao","Oleaceae","Chionanthus ferrugineus","EN","Flora"
2348,"sim","Oleaceae","Chionanthus fluminensis","CR","Flora"
2349,"nao","Oleaceae","Chionanthus micranthus","EN","Flora"
2350,"nao","Oleaceae","Chionanthus parviflorus","EN","Flora"
2351,"sim","Oleaceae","Chionanthus subsessilis","EN","Flora"
2352,"nao","Oleaceae","Priogymnanthus saxicola","CR","Flora"
2353,"nao","Onagraceae","Fuchsia alpestris","VU","Flora"
2354,"nao","Onagraceae","Fuchsia glazioviana","EN","Flora"
2355,"sim","Orchidaceae","Acianthera adiri","CR","Flora"
2356,"nao","Orchidaceae","Acianthera bidentata","VU","Flora"
2357,"sim","Orchidaceae","Acianthera heringeri","CR","Flora"
2358,"sim","Orchidaceae","Acianthera langeana","EN","Flora"
2359,"sim","Orchidaceae","Acianthera papillosa","VU","Flora"
2360,"nao","Orchidaceae","Acianthera subrotundifolia","VU","Flora"
2361,"sim","Orchidaceae","Adamantinia miltonioides","CR","Flora"
