"ID","lista_anterior","familia","especie","categoria"
2606,"sim","Piperaceae","Piper kuhlmannii","VU"
2607,"sim","Piperaceae","Piper laevicarpum","EN"
2608,"sim","Piperaceae","Piper loefgrenii","VU"
2609,"nao","Piperaceae","Piper morisonianum","CR"
2610,"nao","Piperaceae","Piper niteroiense","CR"
2611,"sim","Piperaceae","Piper oblancifolium","EN"
2612,"sim","Piperaceae","Piper piritubanum","EN"
2613,"sim","Piperaceae","Piper rioense","EN"
2614,"sim","Piperaceae","Piper sampaioi","CR"
2615,"sim","Piperaceae","Piper scabrellum","EN"
2616,"nao","Piperaceae","Piper translucens","VU"
2617,"nao","Piperaceae","Piper trigonodrupum","EN"
2618,"sim","Plagiochilaceae","Plagiochila boryana","EN"
2619,"sim","Plantaginaceae","Angelonia alternifolia","CR"
2620,"sim","Plantaginaceae","Bacopa cochlearia","EN"
2621,"sim","Plantaginaceae","Ildefonsia bibracteata","EN"
2622,"sim","Plantaginaceae","Lapaea harleyi","VU"
2623,"sim","Plantaginaceae","Matourea caparaoensis","CR"
2624,"sim","Plantaginaceae","Matourea latifolia","CR"
2625,"sim","Plantaginaceae","Plantago turficola","EN"
2626,"sim","Plantaginaceae","Stemodia hyptoides","VU"
2627,"sim","Poaceae","Agrostis lenis","VU"
2628,"sim","Poaceae","Agrostis longiberbis","EN"
2629,"sim","Poaceae","Altoparadisium chapadense","CR"
2630,"sim","Poaceae","Andropogon glaucophyllus","EN"
2631,"sim","Poaceae","Anomochloa marantoidea","EN"
2632,"sim","Poaceae","Anthaenantiopsis fiebrigii","CR"
2633,"sim","Poaceae","Apoclada simplex","EN"
2634,"sim","Poaceae","Aristida brasiliensis","EN"
2635,"sim","Poaceae","Aristida constricta","CR"
2636,"sim","Poaceae","Arthropogon xerachne","CR"
2637,"sim","Poaceae","Arundinella deppeana","VU"
2638,"sim","Poaceae","Axonopus carajasensis","EN"
2639,"sim","Poaceae","Axonopus fastigiatus","VU"
2640,"sim","Poaceae","Axonopus hydrolithicus","CR"
2641,"sim","Poaceae","Axonopus monticola","EN"
2642,"sim","Poaceae","Axonopus uninodis","CR"
2643,"sim","Poaceae","Bothriochloa laguroides","VU"
2644,"sim","Poaceae","Brasilochloa sampaiana","EN"
2645,"sim","Poaceae","Bromidium ramboi","CR"
2646,"sim","Poaceae","Cambajuva ulei","EN"
2647,"sim","Poaceae","Canastra lanceolata","CR"
2648,"sim","Poaceae","Chascolytrum brasilense","EN"
2649,"sim","Poaceae","Chascolytrum bulbosum","CR"
2650,"sim","Poaceae","Chascolytrum itatiaiae","EN"
2651,"sim","Poaceae","Chascolytrum parodianum","CR"
2652,"sim","Poaceae","Chascolytrum scabrum","EN"
2653,"sim","Poaceae","Chusquea attenuata","EN"
2654,"sim","Poaceae","Chusquea baculifera","CR"
2655,"sim","Poaceae","Chusquea erecta","EN"
2656,"sim","Poaceae","Chusquea heterophylla","EN"
2657,"sim","Poaceae","Chusquea pulchella","EN"
2658,"sim","Poaceae","Chusquea tenuiglumis","CR"
2659,"sim","Poaceae","Colanthelia macrostachya","EN"
2660,"sim","Poaceae","Danthonia cirrata","EN"
2661,"sim","Poaceae","Deschampsia cespitosa","EN"
2662,"sim","Poaceae","Diandrolyra tatianae","EN"
2663,"nao","Poaceae","Dichanthelium cucaense","EN"
2664,"sim","Poaceae","Digitaria neesiana","EN"
2665,"sim","Poaceae","Glaziophyton mirabile","EN"
2666,"sim","Poaceae","Gymnopogon doellii","CR"
2667,"sim","Poaceae","Leersia ligularis","VU"
2668,"sim","Poaceae","Lithachne horizontalis","EN"
2669,"sim","Poaceae","Luziola brasiliensis","VU"
2670,"sim","Poaceae","Melica arzivencoi","EN"
2671,"sim","Poaceae","Merostachys abadiana","CR"
2672,"sim","Poaceae","Merostachys burmanii","EN"
2673,"sim","Poaceae","Merostachys caucaiana","CR"
2674,"sim","Poaceae","Merostachys scandens","CR"
2675,"sim","Poaceae","Ocellochloa brachystachya","CR"
2676,"sim","Poaceae","Olyra latispicula","CR"
2677,"sim","Poaceae","Parianella carvalhoi","CR"
2678,"sim","Poaceae","Paspalum biaristatum","EN"
2679,"sim","Poaceae","Paspalum longiaristatum","EN"
2680,"sim","Poaceae","Paspalum niquelandiae","EN"
2681,"sim","Poaceae","Paspalum rawitscheri","EN"
2682,"sim","Poaceae","Paspalum repandum","EN"
2683,"sim","Poaceae","Piptochaetium alpinum","EN"
2684,"sim","Poaceae","Piptochaetium palustre","CR"
2685,"sim","Poaceae","Poa bradei","EN"
2686,"sim","Poaceae","Poa reitzii","EN"
2687,"sim","Poaceae","Raddia angustifolia","CR"
2688,"sim","Poaceae","Raddia distichophylla","EN"
2689,"sim","Poaceae","Reitzia smithii","VU"
2690,"sim","Poaceae","Schizachyrium scabriflorum","EN"
2691,"sim","Poaceae","Setaria parviflora var. pilosissima","CR"
2692,"sim","Poaceae","Setaria stolonifera","CR"
2693,"sim","Poaceae","Sporobolus apiculatus","EN"
2694,"sim","Poaceae","Sucrea maculata","EN"
2695,"sim","Poaceae","Triraphis devia","EN"
2696,"sim","Poaceae","Zizaniopsis bonariensis","EN"
2697,"sim","Podocarpaceae","Podocarpus barretoi","CR"
2698,"sim","Podocarpaceae","Podocarpus brasiliensis","EN"
2699,"sim","Podostemaceae","Mourera weddelliana","VU"
2700,"sim","Podostemaceae","Podostemum ovatum","EN"
2701,"sim","Podostemaceae","Podostemum rutifolium","VU"
2702,"sim","Podostemaceae","Podostemum saldanhanum","EN"
2703,"nao","Polygalaceae","Acanthocladus santosii","EN"
2704,"sim","Polygalaceae","Polygala franchetii","EN"
2705,"nao","Polygalaceae","Polygala revoluta","EN"
2706,"sim","Polygalaceae","Polygala selaginoides","EN"
2707,"sim","Polygalaceae","Polygala stephaniana","EN"
2708,"sim","Polygalaceae","Polygala tamariscea","VU"
2709,"nao","Polygonaceae","Coccoloba bullata","VU"
2710,"nao","Polygonaceae","Coccoloba fastigiata","EN"
2711,"nao","Polygonaceae","Coccoloba gigantifolia","EN"
2712,"nao","Polygonaceae","Coccoloba rigida","EN"
2713,"nao","Polygonaceae","Ruprechtia crenata","CR"
2714,"nao","Polygonaceae","Ruprechtia glauca","VU"
2715,"nao","Polygonaceae","Ruprechtia latifunda","EN"
2716,"nao","Polygonaceae","Triplaris physocalyx","EN"
2717,"sim","Polypodiaceae","Alansmia senilis","CR"
2718,"sim","Polypodiaceae","Ceradenia capillaris","VU"
2719,"sim","Polypodiaceae","Ceradenia glaziovii","EN"
2720,"sim","Polypodiaceae","Ceradenia warmingii","CR"
2721,"sim","Polypodiaceae","Grammitis fluminensis","EN"
2722,"sim","Polypodiaceae","Lellingeria brasiliensis","VU"
2723,"sim","Polypodiaceae","Lellingeria itatimensis","CR"
2724,"sim","Polypodiaceae","Lellingeria tamandarei","EN"
2725,"sim","Polypodiaceae","Moranopteris perpusilla","EN"
2726,"sim","Polypodiaceae","Mycopteris semihirsuta","EN"
2727,"sim","Polypodiaceae","Mycopteris taxifolia","EN"
2728,"sim","Polypodiaceae","Pecluma hoehnei","CR"
2729,"sim","Polypodiaceae","Pecluma insularis","CR"
2730,"sim","Polypodiaceae","Pleopeltis alborufula","EN"
2731,"sim","Polypodiaceae","Pleopeltis monoides","EN"
2732,"sim","Polypodiaceae","Pleopeltis trindadensis","CR"
2733,"sim","Polypodiaceae","Stenogrammitis limula","CR"
2734,"sim","Polypodiaceae","Stenogrammitis pumila","CR"
2735,"sim","Portulacaceae","Portulaca hatschbachii","EN"
2736,"sim","Pottiaceae","Leptodontium wallisii","VU"
2737,"nao","Primulaceae","Cybianthus boissieri","VU"
2738,"nao","Primulaceae","Cybianthus gracillimus","CR"
2739,"sim","Primulaceae","Lysimachia barbata","EN"
2740,"sim","Primulaceae","Lysimachia buxifolia","EN"
2741,"sim","Primulaceae","Myrsine congesta","EN"
2742,"sim","Primulaceae","Myrsine glazioviana","EN"
2743,"sim","Primulaceae","Myrsine villosissima","EN"
2744,"nao","Primulaceae","Stylogyne leptantha","EN"
2745,"nao","Primulaceae","Stylogyne sordida","CR"
2746,"sim","Proteaceae","Euplassa cantareirae","EN"
2747,"nao","Proteaceae","Euplassa hoehnei","EN"
2748,"sim","Proteaceae","Euplassa nebularis","EN"
2749,"nao","Proteaceae","Euplassa rufa","VU"
2750,"sim","Proteaceae","Euplassa semicostata","EN"
2751,"sim","Proteaceae","Panopsis multiflora","EN"
2752,"sim","Proteaceae","Roupala asplenioides","EN"
2753,"nao","Proteaceae","Roupala caparoensis","EN"
2754,"nao","Proteaceae","Roupala gracilis","EN"
2755,"nao","Proteaceae","Roupala longepetiolata","VU"
2756,"nao","Proteaceae","Roupala pallida","EN"
2757,"sim","Proteaceae","Roupala sculpta","EN"
2758,"sim","Pteridaceae","Adiantum diphyllum","CR"
2759,"sim","Pteridaceae","Adiantum discolor","EN"
2760,"sim","Pteridaceae","Adiantum mynsseniae","EN"
2761,"sim","Pteridaceae","Adiantum papillosum","EN"
2762,"sim","Pteridaceae","Adiantum tetragonum","EN"
2763,"sim","Pteridaceae","Cheilanthes incisa","EN"
2764,"sim","Pteridaceae","Cheilanthes juergensii","EN"
2765,"sim","Pteridaceae","Cheilanthes regnelliana","EN"
2766,"sim","Pteridaceae","Doryopteris rediviva","VU"
2767,"sim","Pteridaceae","Doryopteris trilobata","EN"
2768,"sim","Pteridaceae","Jamesonia biardii","EN"
2769,"sim","Pteridaceae","Jamesonia brasiliensis","EN"
2770,"sim","Pteridaceae","Jamesonia cheilanthoides","EN"
2771,"sim","Pteridaceae","Jamesonia insignis","EN"
2772,"sim","Pteridaceae","Jamesonia rufescens","CR"
2773,"sim","Pteridaceae","Lytoneuron itatiaiense","EN"
2774,"sim","Pteridaceae","Lytoneuron paradoxum","VU"
2775,"sim","Pteridaceae","Lytoneuron rosenstockii","EN"
2776,"sim","Pteridaceae","Lytoneuron rufum","EN"
2777,"sim","Pteridaceae","Lytoneuron subsimplex","EN"
2778,"sim","Pteridaceae","Lytoneuron tijucanum","EN"
2779,"sim","Pteridaceae","Ormopteris cymbiformis","EN"
2780,"sim","Pteridaceae","Ormopteris gleichenioides","EN"
2781,"sim","Pteridaceae","Pteris congesta","EN"
2782,"sim","Pteridaceae","Pteris limae","CR"
2783,"nao","Quiinaceae","Lacunaria sampaioi","EN"
2784,"sim","Rhamnaceae","Colletia exserta","EN"
2785,"sim","Rhamnaceae","Colletia paradoxa","EN"
2786,"sim","Rhamnaceae","Discaria americana","VU"
2787,"sim","Rhamnaceae","Gouania corylifolia","VU"
2788,"sim","Rhamnaceae","Gouania inornata","EN"
2789,"sim","Rhamnaceae","Rhamnidium glabrum","VU"
2790,"nao","Rhamnaceae","Sarcomphalus glaziovii","EN"
2791,"sim","Rhamnaceae","Scutia arenicola","EN"
2792,"sim","Ricciaceae","Riccia ridleyi","CR"
2793,"nao","Rubiaceae","Alibertia curviflora","EN"
2794,"nao","Rubiaceae","Alibertia duckei","EN"
2795,"sim","Rubiaceae","Alseis involuta","VU"
2796,"nao","Rubiaceae","Alseis sertaneja","EN"
2797,"nao","Rubiaceae","Appunia aurantiaca","EN"
2798,"nao","Rubiaceae","Bathysa sylvestrae","EN"
2799,"sim","Rubiaceae","Bradea anomala","EN"
2800,"sim","Rubiaceae","Bradea bicornuta","CR"
2801,"nao","Rubiaceae","Bradea borrerioides","EN"
2802,"nao","Rubiaceae","Bradea brasiliensis","EN"
2803,"sim","Rubiaceae","Bradea montana","CR"
2804,"nao","Rubiaceae","Calycophyllum papillosum","EN"
2805,"sim","Rubiaceae","Carapichea ipecacuanha","VU"
2806,"sim","Rubiaceae","Chiococca insularis","CR"
2807,"nao","Rubiaceae","Chomelia estrellana","EN"
2808,"nao","Rubiaceae","Chomelia polyantha","EN"
2809,"nao","Rubiaceae","Chomelia sericea","EN"
2810,"nao","Rubiaceae","Chomelia tristis","EN"
2811,"nao","Rubiaceae","Cordiera hadrantha","EN"
2812,"nao","Rubiaceae","Coussarea accedens","VU"
2813,"nao","Rubiaceae","Coussarea ampla","VU"
2814,"nao","Rubiaceae","Coussarea andrei","EN"
2815,"sim","Rubiaceae","Coussarea bocainae","EN"
2816,"nao","Rubiaceae","Coussarea coffeoides","EN"
2817,"nao","Rubiaceae","Coussarea friburgensis","EN"
2818,"nao","Rubiaceae","Coussarea machadoana","EN"
2819,"nao","Rubiaceae","Coussarea megistophylla","EN"
2820,"nao","Rubiaceae","Coussarea strigosipes","EN"
2821,"nao","Rubiaceae","Coussarea viridis","EN"
2822,"nao","Rubiaceae","Duroia valesca","VU"
2823,"nao","Rubiaceae","Faramea atlantica","VU"
2824,"sim","Rubiaceae","Faramea bahiensis","VU"
2825,"nao","Rubiaceae","Faramea bicolor","VU"
2826,"nao","Rubiaceae","Faramea brachyloba","EN"
2827,"nao","Rubiaceae","Faramea calyciflora","CR"
2828,"nao","Rubiaceae","Faramea campanularis","EN"
2829,"nao","Rubiaceae","Faramea filamentosa","EN"
2830,"nao","Rubiaceae","Faramea includens","VU"
2831,"nao","Rubiaceae","Faramea intercedens","CR"
2832,"nao","Rubiaceae","Faramea leucocalyx","EN"
2833,"sim","Rubiaceae","Faramea paratiensis","EN"
2834,"nao","Rubiaceae","Faramea tinguana","CR"
2835,"nao","Rubiaceae","Ferdinandusa hirsuta","EN"
2836,"sim","Rubiaceae","Galianthe elegans","VU"
2837,"nao","Rubiaceae","Galianthe polygonoides","EN"
2838,"nao","Rubiaceae","Galianthe souzae","CR"
2839,"sim","Rubiaceae","Galianthe vaginata","EN"
2840,"sim","Rubiaceae","Galium diphyllum","CR"
2841,"sim","Rubiaceae","Galium rubidiflorum","CR"
2842,"sim","Rubiaceae","Galium shepherdii","CR"
2843,"nao","Rubiaceae","Guettarda blanchetiana","VU"
2844,"nao","Rubiaceae","Guettarda divaricata","EN"
2845,"nao","Rubiaceae","Guettarda grazielae","EN"
2846,"sim","Rubiaceae","Hindsia glabra","CR"
2847,"sim","Rubiaceae","Hindsia ibitipocensis","CR"
2848,"nao","Rubiaceae","Ixora bahiensis","EN"
2849,"nao","Rubiaceae","Ixora heterophylla","EN"
2850,"nao","Rubiaceae","Ixora pilosostyla","EN"
2851,"nao","Rubiaceae","Kerianthera longiflora","VU"
2852,"nao","Rubiaceae","Kerianthera preclara","EN"
2853,"sim","Rubiaceae","Manettia campanulacea","CR"
2854,"sim","Rubiaceae","Manettia pauciflora","EN"
2855,"nao","Rubiaceae","Manettia pedunculata","VU"
2856,"sim","Rubiaceae","Melanopsidium nigrum","VU"
2857,"sim","Rubiaceae","Mitracarpus anthospermoides","EN"
2858,"sim","Rubiaceae","Mitracarpus eritrichoides","EN"
2859,"sim","Rubiaceae","Mitracarpus rigidifolius","VU"
2860,"sim","Rubiaceae","Pagamea harleyi Steyerm.","VU"
2861,"sim","Rubiaceae","Palicourea fulgens","VU"
2862,"nao","Rubiaceae","Parachimarrhis breviloba","EN"
2863,"nao","Rubiaceae","Posoqueria bahiensis","VU"
2864,"nao","Rubiaceae","Posoqueria palustris","EN"
2865,"nao","Rubiaceae","Psychotria caudata","VU"
2866,"nao","Rubiaceae","Psychotria clavipes","EN"
2867,"nao","Rubiaceae","Psychotria fluminensis","VU"
2868,"nao","Rubiaceae","Psychotria formosa","VU"
2869,"nao","Rubiaceae","Psychotria glaziovii","VU"
2870,"sim","Rubiaceae","Psychotria loefgrenii","EN"
2871,"sim","Rubiaceae","Psychotria microcarpa","EN"
2872,"sim","Rubiaceae","Psychotria paludosa","EN"
2873,"nao","Rubiaceae","Psychotria subspathacea","VU"
2874,"nao","Rubiaceae","Psychotria tenuinervis","EN"
2875,"nao","Rubiaceae","Psychotria ulei","EN"
2876,"nao","Rubiaceae","Randia hebecarpa","EN"
2877,"nao","Rubiaceae","Randia itatiaiae","CR"
2878,"nao","Rubiaceae","Remijia asperula","VU"
2879,"nao","Rubiaceae","Retiniphyllum chloranthum","VU"
2880,"nao","Rubiaceae","Retiniphyllum pilosum","EN"
2881,"sim","Rubiaceae","Richardia schumannii","EN"
2882,"sim","Rubiaceae","Riodocea pulcherrima","EN"
2883,"nao","Rubiaceae","Rudgea amazonica","VU"
2884,"nao","Rubiaceae","Rudgea bracteata","EN"
2885,"sim","Rubiaceae","Rudgea coronata subsp. saint-hilairei","CR"
2886,"sim","Rubiaceae","Rudgea corymbulosa","EN"
2887,"sim","Rubiaceae","Rudgea erythrocarpa","EN"
2888,"nao","Rubiaceae","Rudgea hileiabaiana","EN"
2889,"sim","Rubiaceae","Rudgea insignis","VU"
2890,"sim","Rubiaceae","Rudgea jasminoides subsp. nervosa","VU"
2891,"nao","Rubiaceae","Rudgea mouririoides","EN"
2892,"nao","Rubiaceae","Rudgea nobilis","EN"
2893,"nao","Rubiaceae","Rudgea obtusa","VU"
2894,"sim","Rubiaceae","Rudgea pachyphylla","CR"
2895,"nao","Rubiaceae","Rudgea palicoureoides","VU"
2896,"sim","Rubiaceae","Rudgea parquioides subsp. caprifolium","CR"
2897,"sim","Rubiaceae","Rudgea parquioides subsp. hirsutissima","EN"
2898,"sim","Rubiaceae","Rudgea parvifolia","CR"
2899,"sim","Rubiaceae","Rudgea sessilis subsp. cipoana","EN"
2900,"nao","Rubiaceae","Rudgea vellerea","VU"
2901,"sim","Rubiaceae","Rustia angustifolia","EN"
2902,"nao","Rubiaceae","Rustia gracilis","EN"
2903,"nao","Rubiaceae","Rustia simpsonii","EN"
2904,"nao","Rubiaceae","Salzmannia arborea","VU"
2905,"nao","Rubiaceae","Simira eliezeriana","EN"
2906,"sim","Rubiaceae","Simira grazielae","CR"
2907,"sim","Rubiaceae","Simira hatschbachiorum","EN"
2908,"nao","Rubiaceae","Simira hexandra","EN"
2909,"nao","Rubiaceae","Simira paraensis","VU"
2910,"nao","Rubiaceae","Simira walteri","EN"
2911,"sim","Rubiaceae","Staelia hatschbachii","EN"
2912,"nao","Rubiaceae","Standleya erecta","CR"
2913,"sim","Rubiaceae","Standleya kuhlmanni","EN"
2914,"nao","Rubiaceae","Standleya limae","CR"
2915,"nao","Rubiaceae","Warszewiczia longistaminea","EN"
2916,"sim","Rutaceae","Andreadoxa flava","CR"
2917,"nao","Rutaceae","Angostura quinquefolia","VU"
2918,"nao","Rutaceae","Conchocarpus adenantherus","EN"
2919,"nao","Rutaceae","Conchocarpus albiflorus","EN"
2920,"sim","Rutaceae","Conchocarpus bellus","CR"
2921,"sim","Rutaceae","Conchocarpus cauliflorus","CR"
2922,"sim","Rutaceae","Conchocarpus coeruleus","EN"
2923,"nao","Rutaceae","Conchocarpus furcatus","CR"
2924,"nao","Rutaceae","Conchocarpus grandiflorus","EN"
2925,"nao","Rutaceae","Conchocarpus hamadryadicus","VU"
2926,"nao","Rutaceae","Conchocarpus macrocarpus","EN"
2927,"sim","Rutaceae","Conchocarpus marginatus","CR"
2928,"nao","Rutaceae","Conchocarpus minutiflorus","CR"
2929,"nao","Rutaceae","Conchocarpus ovatus","VU"
2930,"nao","Rutaceae","Conchocarpus santosii","CR"
2931,"nao","Rutaceae","Conchocarpus sordidus","CR"
2932,"sim","Rutaceae","Esenbeckia irwiniana","EN"
2933,"nao","Rutaceae","Esenbeckia oligantha","EN"
2934,"sim","Rutaceae","Euxylophora paraensis","EN"
2935,"sim","Rutaceae","Galipea carinata","CR"
2936,"nao","Rutaceae","Galipea revoluta","EN"
2937,"nao","Rutaceae","Hortia superba","VU"
2938,"sim","Rutaceae","Metrodorea maracasana","VU"
2939,"nao","Rutaceae","Neoraputia calliantha","EN"
2940,"sim","Rutaceae","Pilocarpus alatus","EN"
2941,"nao","Rutaceae","Pilocarpus carajaensis","EN"
2942,"nao","Rutaceae","Pilocarpus grandiflorus","VU"
2943,"sim","Rutaceae","Pilocarpus jaborandi","EN"
2944,"sim","Rutaceae","Pilocarpus microphyllus","VU"
2945,"nao","Rutaceae","Pilocarpus sulcatus","EN"
2946,"sim","Rutaceae","Pilocarpus trachylophus","EN"
2947,"sim","Rutaceae","Raulinoa echinata","VU"
2948,"sim","Rutaceae","Spiranthera speciosa","CR"
2949,"nao","Rutaceae","Ticorea froesii","VU"
2950,"nao","Rutaceae","Zanthoxylum retusum","EN"
2951,"nao","Rutaceae","Zanthoxylum unifoliolatum","EN"
2952,"nao","Sabiaceae","Meliosma chartacea","VU"
2953,"nao","Sabiaceae","Meliosma itatiaiae","VU"
2954,"sim","Salicaceae","Abatia angeliana","VU"
2955,"nao","Salicaceae","Abatia microphylla","EN"
2956,"nao","Salicaceae","Banara trinitatis","CR"
2957,"nao","Salicaceae","Casearia catharinensis","EN"
2958,"nao","Salicaceae","Casearia murceana","VU"
2959,"nao","Salicaceae","Xylosma glaberrima","VU"
2960,"sim","Santalaceae","Acanthosyris paulo-alvinii","CR"
2961,"nao","Sapindaceae","Alatococcus siqueirae","EN"
2962,"nao","Sapindaceae","Allophylus heterophyllus","VU"
2963,"nao","Sapindaceae","Cupania crassifolia","EN"
2964,"nao","Sapindaceae","Cupania fluminensis","EN"
2965,"nao","Sapindaceae","Cupania moraesiana","CR"
2966,"nao","Sapindaceae","Cupania radlkoferi","CR"
2967,"nao","Sapindaceae","Cupania schizoneura","CR"
2968,"nao","Sapindaceae","Matayba cristae","VU"
2969,"sim","Sapindaceae","Melicoccus espiritosantensis","EN"
2970,"nao","Sapindaceae","Paullinia marginata","EN"
2971,"nao","Sapindaceae","Porocystis acuminata","EN"
2972,"sim","Sapindaceae","Serjania divaricocca","CR"
2973,"nao","Sapindaceae","Serjania fluminensis","EN"
2974,"sim","Sapindaceae","Serjania hatschbachii","CR"
2975,"nao","Sapindaceae","Serjania littoralis","EN"
2976,"nao","Sapindaceae","Serjania tenuis","VU"
2977,"nao","Sapindaceae","Talisia ghilleana","EN"
2978,"nao","Sapindaceae","Talisia granulosa","CR"
2979,"nao","Sapindaceae","Talisia parviflora","VU"
2980,"nao","Sapindaceae","Toulicia stans","CR"
2981,"nao","Sapindaceae","Toulicia subsquamulata","VU"
2982,"sim","Sapindaceae","Urvillea glabra","VU"
2983,"sim","Sapotaceae","Chrysophyllum imperiale","EN"
2984,"nao","Sapotaceae","Chrysophyllum wilsonii","EN"
2985,"sim","Sapotaceae","Manilkara dardanoi","CR"
2986,"sim","Sapotaceae","Manilkara decrescens","VU"
2987,"sim","Sapotaceae","Manilkara maxima","EN"
2988,"sim","Sapotaceae","Micropholis splendens","EN"
2989,"nao","Sapotaceae","Pouteria atlantica","CR"
2990,"sim","Sapotaceae","Pouteria bapeba","EN"
2991,"sim","Sapotaceae","Pouteria bullata","EN"
2992,"sim","Sapotaceae","Pouteria butyrocarpa","CR"
2993,"nao","Sapotaceae","Pouteria citriodora","EN"
2994,"sim","Sapotaceae","Pouteria coelomatica","EN"
2995,"nao","Sapotaceae","Pouteria confusa","EN"
2996,"nao","Sapotaceae","Pouteria erythrochrysa","VU"
2997,"nao","Sapotaceae","Pouteria flavilatex","EN"
2998,"nao","Sapotaceae","Pouteria freitasii","VU"
2999,"sim","Sapotaceae","Pouteria macahensis","EN"
3000,"nao","Sapotaceae","Pouteria maxima","VU"
3001,"nao","Sapotaceae","Pouteria multiflora","EN"
3002,"nao","Sapotaceae","Pouteria pentamera","EN"
3003,"nao","Sapotaceae","Pouteria resinosa","EN"
3004,"nao","Sapotaceae","Pouteria stylifera","EN"
3005,"nao","Sapotaceae","Pouteria velutinicarpa","CR"
3006,"sim","Sapotaceae","Pradosia granulosa","EN"
3007,"sim","Sapotaceae","Pradosia kuhlmannii","EN"
3008,"nao","Sapotaceae","Pradosia lahoziana","CR"
3009,"nao","Sapotaceae","Pradosia longipedicellata","EN"
3010,"nao","Sapotaceae","Pradosia restingae","EN"
3011,"sim","Sapotaceae","Sarcaulus vestitus","VU"
3012,"sim","Scrophulariaceae","Buddleja speciosissima","EN"
3013,"sim","Selaginellaceae","Selaginella mendoncae","VU"
3014,"nao","Seligeriaceae","Brachydontium notorogenes","CR"
3015,"sim","Simaroubaceae","Castela tweedii","EN"
3016,"nao","Simaroubaceae","Homalolepis cavalcantei","EN"
3017,"nao","Simaroubaceae","Homalolepis docensis","CR"
3018,"nao","Simaroubaceae","Homalolepis floribunda","CR"
3019,"sim","Simaroubaceae","Homalolepis glabra","VU"
3020,"nao","Simaroubaceae","Homalolepis insignis","EN"
3021,"nao","Simaroubaceae","Homalolepis maiana","CR"
3022,"nao","Simaroubaceae","Homalolepis planaltina","CR"
3023,"nao","Simaroubaceae","Homalolepis pumila","VU"
3024,"sim","Simaroubaceae","Homalolepis salubris","CR"
3025,"sim","Simaroubaceae","Homalolepis suaveolens","CR"
3026,"sim","Simaroubaceae","Homalolepis warmingiana","EN"
3027,"sim","Smilacaceae","Smilax lappacea","EN"
3028,"sim","Smilacaceae","Smilax lutescens","EN"
3029,"sim","Smilacaceae","Smilax muscosa","VU"
3030,"sim","Smilacaceae","Smilax spicata","EN"
3031,"sim","Smilacaceae","Smilax subsessiliflora","EN"
3032,"nao","Solanaceae","Athenaea angustifolia","EN"
3033,"nao","Solanaceae","Athenaea sellowiana","EN"
3034,"sim","Solanaceae","Calibrachoa eglandulata","EN"
3035,"sim","Solanaceae","Calibrachoa elegans","EN"
3036,"sim","Solanaceae","Calibrachoa humilis","EN"
3037,"sim","Solanaceae","Calibrachoa spathulata","VU"
3038,"nao","Solanaceae","Capsicum friburgense","EN"
3039,"sim","Solanaceae","Lycianthes repens","EN"
3040,"sim","Solanaceae","Nicotiana mutabilis","VU"
3041,"sim","Solanaceae","Nierembergia pinifolia","CR"
3042,"sim","Solanaceae","Petunia bonjardinensis","EN"
3043,"sim","Solanaceae","Petunia exserta","EN"
3044,"sim","Solanaceae","Petunia mantiqueirensis","EN"
3045,"sim","Solanaceae","Petunia reitzii","CR"
3046,"sim","Solanaceae","Petunia saxicola","CR"
3047,"sim","Solanaceae","Schwenckia curviflora","EN"
3048,"sim","Solanaceae","Schwenckia nova-veneciana","CR"
3049,"nao","Solanaceae","Solanum anisocladum","VU"
3050,"sim","Solanaceae","Solanum arenarium","EN"
3051,"sim","Solanaceae","Solanum bahianum","EN"
3052,"nao","Solanaceae","Solanum friburgense","VU"
3053,"nao","Solanaceae","Solanum gertii","EN"
3054,"sim","Solanaceae","Solanum graveolens","EN"
3055,"sim","Solanaceae","Solanum jabrense","EN"
3056,"nao","Solanaceae","Solanum kleinii","EN"
3057,"nao","Solanaceae","Solanum pabstii","EN"
3058,"nao","Solanaceae","Solanum pachimatium","VU"
3059,"sim","Solanaceae","Solanum paralum","EN"
3060,"nao","Solanaceae","Solanum psilophyllum","EN"
3061,"sim","Solanaceae","Solanum restingae","EN"
3062,"sim","Solanaceae","Solanum santosii","VU"
3063,"sim","Solanaceae","Solanum spissifolium","CR"
3064,"sim","Solanaceae","Solanum viscosissimum","EN"
3065,"nao","Styracaceae","Styrax aureus","EN"
3066,"nao","Styracaceae","Styrax pauciflorus","CR"
3067,"nao","Symplocaceae","Symplocos angulata","CR"
3068,"nao","Symplocaceae","Symplocos atlantica","EN"
3069,"sim","Symplocaceae","Symplocos corymboclados","EN"
3070,"nao","Symplocaceae","Symplocos dasyphylla","EN"
3071,"nao","Symplocaceae","Symplocos glaberrima","EN"
3072,"nao","Symplocaceae","Symplocos incrassata","EN"
3073,"nao","Symplocaceae","Symplocos inopinata","EN"
3074,"sim","Symplocaceae","Symplocos itatiaiae","EN"
3075,"nao","Symplocaceae","Symplocos kleinii","VU"
3076,"nao","Symplocaceae","Symplocos microstyla","CR"
3077,"sim","Symplocaceae","Symplocos neglecta","CR"
3078,"sim","Symplocaceae","Symplocos organensis","EN"
3079,"nao","Symplocaceae","Symplocos pycnobotrya","EN"
3080,"sim","Symplocaceae","Symplocos rhamnifolia","CR"
3081,"nao","Symplocaceae","Symplocos rizzinii","CR (PEX)"
